project_id,percentile50,percentile70,percentile90,percentile93,percentile94,percentile95,percentile96,percentile98,percentile99
3yrkU36ctXleElV,0.11,0.55999999999999917,8.7980000000000018,11.2924,11.678839999999996,11.9602,14.442759999999996,16.18096,18.708599999999997
27VQdosKDtCc1rE,4.7095,27.0351,77.0019,89.458970000000022,94.1764,100.64309999999999,107.60523999999997,128.51677999999993,151.60452999999998
jLCAmtOBw3tQOtk,904.07400000000007,1493.9564999999998,1709.2335,1723.7165,1729.2614999999998,1734.7424999999998,1739.929,1751.8319999999999,1759.0185000000001
3/Ljfb7cSvzpHWf,12.951,147.1823,1580.2213000000004,1744.08625,1787.6367599999999,1902.9477,2095.598199999999,2681.2958,2748.37695
jKVbKB+QPHtOQEb,0.149,2.9433999999999974,42.156200000000013,56.451440000000026,61.216519999999974,65.981599999999986,70.746679999999984,80.276839999999993,85.04192
8bJqG85WITgoCh/,18.186,30.908,48.609300000000012,81.079740000000058,88.804339999999939,134.94939999999934,201.66928,250.86515999999997,263.63590999999997
k/OTYQvqa9gxkwC,38.5565,314.5705,1762.0990000000002,1908.8357500000002,1947.8261,2000.98175,2069.6711999999998,2185.6942,2411.923
LcK4MZiqZsunNxt,271.368,586.0702,1360.7632000000008,2064.8149600000006,2249.7441999999987,2420.5441999999994,2597.7726799999991,3048.17248,3446.33236
X7vCsRPZJe4YSq4,23.794,244.21659999999994,1735.7812000000004,2051.6722000000004,2173.5727199999983,2343.7356,2571.7738399999989,3174.2117599999992,3611.7186399999996
CxAW262J426hVT5,0.07,0.095,0.159,0.196,0.22,0.289,0.719,1.235,1.5279999999999994
I0ufFp5MmTtL7du,4.4825,8.4775,12.997800000000002,15.06741,15.141779999999999,15.23955,15.380279999999999,15.84126,16.09617
